model_name,stimuli_name,stimuli_shape,neural_response_shape,time_a,time_b,layer_name,ceiling_score,brain_score,brain_score_std,new_brain_score,new_brain_score_std,new_ceiling_score
focalnet_base_lrf.ms_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",91,130,layers.2.blocks.8.modulation.focal_layers.2.0,0.7398336016091508,0.4973704287120432,0.1661744781638251,0.476590993359346,0.11780514167936812,0.7720904522643185
focalnet_small_lrf.ms_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",91,130,layers.2.blocks.2.modulation.focal_layers.1.1,0.7398336016091508,0.4986881185742284,0.1439650118001518,0.4778536319966784,0.10206030913645323,0.7720904522643185
focalnet_tiny_lrf.ms_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",91,130,layers.2.blocks.2.modulation.h,0.7398336016091508,0.5072234299983163,0.1498384676702805,0.4860323501419675,0.10622414529573326,0.7720904522643185
hrnet_w18_small_v2.ms_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",91,130,stage3.2.branches.2.1.conv1,0.7398336016091508,0.4815658241864581,0.1426719188355631,0.4614466829305869,0.10114360398665408,0.7720904522643185
hrnet_w18_small.ms_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",91,130,stage3.0.branches.2.1.drop_block,0.7398336016091508,0.4546574935529079,0.0694574071422431,0.43566254441737795,0.049240050454719936,0.7720904522643185
hrnet_w18.ms_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",91,130,stage4.2.branches.2.2.bn1,0.7398336016091508,0.4732355388832724,0.1145840638698603,0.4534644252039005,0.08123143835047227,0.7720904522643185
hrnet_w30.ms_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",91,130,stage4.1.fuse_layers.2.1.0.1,0.7398336016091508,0.4714380267366741,0.0924156744181011,0.4517420105807771,0.0655157262325544,0.7720904522643185
hrnet_w32.ms_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",91,130,stage4.2.branches.2.3.drop_block,0.7398336016091508,0.4758731455159575,0.1713615416924039,0.45599183634978985,0.12148237756201481,0.7720904522643185
hrnet_w40.ms_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",91,130,stage3.3.branches.2.0.bn2,0.7398336016091508,0.4944322244548354,0.1548690418567323,0.4737755431339245,0.10979044206592249,0.7720904522643185
hrnet_w44.ms_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",91,130,stage4.1.fuse_layers.2.1.0.1,0.7398336016091508,0.4795172172382125,0.1051647711767103,0.45948366389265266,0.07455387196063219,0.7720904522643185
hrnet_w48.ms_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",91,130,stage3.0.branches.2.3.bn2,0.7398336016091508,0.4902115183787056,0.1039085800401687,0.469731172207592,0.07366332741701849,0.7720904522643185
lcnet_050.ra2_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",91,130,blocks.4.1.conv_dw,0.7398336016091508,0.4685892646947624,0.1392648505542244,0.44901226580098613,0.09872825016078743,0.7720904522643185
lcnet_075.ra2_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",91,130,blocks.4.1.conv_dw,0.7398336016091508,0.4585934737556031,0.0963859150476001,0.4394340849158809,0.06833032667557919,0.7720904522643185
lcnet_100.ra2_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",91,130,blocks.4.0.bn1,0.7398336016091508,0.4848158610185892,0.1213441006156137,0.4645609378055517,0.08602379332213106,0.7720904522643185
levit_128.fb_dist_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",91,130,stages.0.blocks,0.7398336016091508,0.4772531579353388,0.1368903163117631,0.45731419379573673,0.09704488490550504,0.7720904522643185
levit_128s.fb_dist_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",91,130,stages.0.blocks,0.7398336016091508,0.4571620048432334,0.1338695614746036,0.4380624207566828,0.09490339810499059,0.7720904522643185
levit_192.fb_dist_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",91,130,stages.0.blocks,0.7398336016091508,0.4614369627750831,0.1260059262603346,0.44215877697268385,0.08932867525483937,0.7720904522643185
levit_256.fb_dist_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",91,130,stages.0.blocks,0.7398336016091508,0.4685032334099485,0.127077993554293,0.4489298287819707,0.09008868991443154,0.7720904522643185
levit_384.fb_dist_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",91,130,stages.0.blocks,0.7398336016091508,0.4898517880290682,0.1154022142640587,0.4693864708848392,0.08181144512508993,0.7720904522643185
maxvit_rmlp_base_rw_224.sw_in12k_ft_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",91,130,stages.2.blocks.1.attn_grid.norm2,0.7398336016091508,0.4794913520812026,0.1320353666578012,0.4594588793454397,0.0936030926510571,0.7720904522643185
maxxvitv2_rmlp_base_rw_384.sw_in12k_ft_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",91,130,stages.2.blocks.1.conv.shortcut,0.7398336016091508,0.4667404393240556,0.1644606520759038,0.4472406817479196,0.11659016855393833,0.7720904522643185
maxvit_rmlp_small_rw_224.sw_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",91,130,stages.2.blocks.2.conv.down,0.7398336016091508,0.4753669536744835,0.1104792734327432,0.4555067924898579,0.07832145226625561,0.7720904522643185
maxvit_small_tf_224.in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",91,130,stages.2.blocks.1.conv.pre_norm.act,0.7398336016091508,0.4819392780688526,0.1377415763042563,0.46180453443624475,0.09764836388211885,0.7720904522643185
maxvit_tiny_rw_224.sw_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",91,130,stages.2.blocks.2.conv.shortcut,0.7398336016091508,0.4808078037679973,0.1185607429507501,0.4607203315366039,0.08405060316876495,0.7720904522643185
maxvit_tiny_tf_224.in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",91,130,stages.2.blocks.1.conv.pre_norm.act,0.7398336016091508,0.4662089416685021,0.1348121440392158,0.44673138931514594,0.09557161788094902,0.7720904522643185
mixnet_l.ft_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",91,130,blocks.4.1.conv_dw,0.7398336016091508,0.4935841284897589,0.1316763174612413,0.4729628794226811,0.09334855391599997,0.7720904522643185
