model_name,stimuli_name,stimuli_shape,neural_response_shape,time_a,time_b,layer_name,ceiling_score,brain_score,brain_score_std
beit_base_patch16_224.in22k_ft_in22k_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,blocks.1.drop_path1,0.8789925863194138,0.5309779811835698,0.1804007697335503
beitv2_base_patch16_224.in1k_ft_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,blocks.4.attn.proj_drop,0.8789925863194138,0.573159682626212,0.1660614423515893
beitv2_base_patch16_224.in1k_ft_in22k_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,blocks.4.attn.proj_drop,0.8789925863194138,0.5458577425258045,0.134205149357417
beit_base_patch16_384.in22k_ft_in22k_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,blocks.2,0.8789925863194138,0.5785604288397571,0.1804272503956119
beit_large_patch16_224.in22k_ft_in22k_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,blocks.9.mlp.act,0.8789925863194138,0.480929247107647,0.1400913850036958
beit_large_patch16_384.in22k_ft_in22k_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,blocks.9.mlp.act,0.8789925863194138,0.5248208196607782,0.1645383261825818
beit_large_patch16_512.in22k_ft_in22k_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,blocks.9.mlp.act,0.8789925863194138,0.4929865863808778,0.1502218272036888
beitv2_large_patch16_224.in1k_ft_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,blocks.9.mlp.act,0.8789925863194138,0.4994568109103652,0.1513630712808469
beitv2_large_patch16_224.in1k_ft_in22k_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,blocks.9.mlp.act,0.8789925863194138,0.503558773677425,0.1491687085675029
caformer_m36.sail_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,stages.2.blocks.1.norm2,0.8789925863194138,0.5980711006974585,0.157179043990762
caformer_m36.sail_in22k_ft_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,stages.2.blocks.1,0.8789925863194138,0.6011679181353746,0.1681470982731769
caformer_s18.sail_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,stages.2.downsample.conv,0.8789925863194138,0.5894380542252143,0.1819480159676487
caformer_s18.sail_in22k_ft_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,stages.2.blocks.4.norm2,0.8789925863194138,0.5947758768229658,0.1858591181929484
caformer_s36.sail_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,stages.2.blocks.1.norm2,0.8789925863194138,0.6164491848187162,0.1912384073613677
caformer_s36.sail_in22k_ft_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,stages.2.blocks.1.norm2,0.8789925863194138,0.6105873540129241,0.1763020153432935
cait_s24_224.fb_dist_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,blocks.3.norm2,0.8789925863194138,0.6061125090230413,0.1858611988466137
cait_xxs24_224.fb_dist_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,blocks.18.norm2,0.8789925863194138,0.5909127376166923,0.1902388535347887
cait_xxs36_224.fb_dist_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,blocks.3,0.8789925863194138,0.6084296680931359,0.1853170104850575
coat_lite_medium.in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,serial_blocks3.4.norm2,0.8789925863194138,0.5411073981941362,0.1589567409824128
coat_lite_mini.in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,serial_blocks3.0.factoratt_crpe,0.8789925863194138,0.4074695790860237,0.1235517714176724
coat_lite_small.in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,serial_blocks3.1.norm2,0.8789925863194138,0.5458009240207423,0.1526061768505142
coat_lite_tiny.in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,serial_blocks3.0.factoratt_crpe,0.8789925863194138,0.4713099287010247,0.1088797424006016
coat_mini.in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,crpe4.conv_list.2,0.8789925863194138,0.5041605233871133,0.2562844646517699
coat_small.in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,serial_blocks4.1.factoratt_crpe.qkv,0.8789925863194138,0.528622230385242,0.200067127927675
coat_tiny.in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,crpe4.conv_list.2,0.8789925863194138,0.499907284609605,0.1944301808024285
coatnet_0_rw_224.sw_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,stages.2.blocks.3.norm1,0.8789925863194138,0.5997610364105663,0.1512192978138775
coatnet_1_rw_224.sw_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,stages.2.blocks.4,0.8789925863194138,0.6021532809587519,0.1723395471081207
coatnet_bn_0_rw_224.sw_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,stages.2.blocks.0.shortcut.pool,0.8789925863194138,0.4859733406837013,0.1096105519935456
coatnet_nano_rw_224.sw_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,stages.2.blocks.1.attn.proj_drop,0.8789925863194138,0.5085815619186612,0.1228371565584685
coatnet_rmlp_1_rw_224.sw_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,stages.2.blocks.2,0.8789925863194138,0.5952488118421682,0.1683808300332103
coatnet_rmlp_1_rw2_224.sw_in12k_ft_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,stages.2.blocks.1.norm1,0.8789925863194138,0.5907478426088181,0.1708828125540252
coatnet_rmlp_2_rw_224.sw_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,stages.2.blocks.1.norm1,0.8789925863194138,0.618386631498834,0.1528260338502282
coatnet_rmlp_nano_rw_224.sw_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,stages.2.blocks.1.attn.qkv,0.8789925863194138,0.5726899589630577,0.1398427634218694
convit_base.fb_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,blocks.5.attn.v,0.8789925863194138,0.5843974985862981,0.1470714974439331
convit_small.fb_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,blocks.5.attn.v,0.8789925863194138,0.5742679232953546,0.1784805287847675
convit_tiny.fb_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,blocks.4.mlp.fc1,0.8789925863194138,0.5951454019103138,0.1893394230495141
convmixer_1024_20_ks9_p14.in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,blocks.11.0.fn.2,0.8789925863194138,0.1984151683474034,0.1332049173338212
convmixer_1536_20.in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,blocks.10.0.fn.1,0.8789925863194138,0.4628639861348816,0.1528012117092068
convmixer_768_32.in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,blocks.19.0.fn.0,0.8789925863194138,0.6238114070387881,0.18582552550951822
davit_base.msft_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,stages.2.blocks.3.0.cpe1,0.8789925863194138,0.615251217440814,0.1865536985444526
davit_small.msft_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,stages.2.blocks.3.1.cpe2,0.8789925863194138,0.6099722525370896,0.1786345323525349
davit_tiny.msft_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,stages.2.blocks.2.1.cpe1.act,0.8789925863194138,0.5659121980295235,0.1655120550675385
deit_base_distilled_patch16_224.fb_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,blocks.1.norm1,0.8789925863194138,0.5748494445831919,0.1670258914052996
deit_base_patch16_224.fb_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,blocks.1.norm1,0.8789925863194138,0.5821505453503414,0.1659826956768219
deit_small_distilled_patch16_224.fb_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,blocks.1.norm1,0.8789925863194138,0.5754371641866765,0.1477728608640096
deit_small_patch16_224.fb_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,blocks.1.norm1,0.8789925863194138,0.5995136318337784,0.1515994342507689
deit_tiny_distilled_patch16_224.fb_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,blocks.1.norm2,0.8789925863194138,0.5965662172280346,0.1592232967190725
deit_tiny_patch16_224.fb_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,blocks.1.norm1,0.8789925863194138,0.5781540158343839,0.1497597092838164
deit3_base_patch16_224.fb_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",131,170,blocks.1.norm2,0.8789925863194138,0.5844364987046358,0.1576087571969057
