model_name,stimuli_name,stimuli_shape,neural_response_shape,time_a,time_b,layer_name,ceiling_score,brain_score,brain_score_std
beit_base_patch16_224.in22k_ft_in22k_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",171,210,blocks.6.attn,0.7795444723922469,0.4254215866872023,0.2796703075874642
beitv2_base_patch16_224.in1k_ft_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",171,210,blocks.6.attn,0.7795444723922469,0.4808785448653488,0.2880591857671671
beitv2_base_patch16_224.in1k_ft_in22k_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",171,210,blocks.8.norm2,0.7795444723922469,0.4505017800695586,0.2730650009931398
beit_base_patch16_384.in22k_ft_in22k_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",171,210,blocks.6.attn,0.7795444723922469,0.4255522999261042,0.2965098968280013
beit_large_patch16_224.in22k_ft_in22k_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",171,210,blocks.9.mlp.act,0.7795444723922469,0.3900821725188609,0.2400879005017561
beit_large_patch16_384.in22k_ft_in22k_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",171,210,blocks.12.mlp.fc1,0.7795444723922469,0.4001022627903124,0.2522378284259132
beit_large_patch16_512.in22k_ft_in22k_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",171,210,blocks.12.mlp.fc1,0.7795444723922469,0.3929725150683549,0.260459202777609
beitv2_large_patch16_224.in1k_ft_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",171,210,blocks.9.mlp.act,0.7795444723922469,0.4098763012709319,0.2422203363560927
beitv2_large_patch16_224.in1k_ft_in22k_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",171,210,blocks.9.mlp.act,0.7795444723922469,0.4224047874780421,0.2540440288767114
caformer_m36.sail_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",171,210,stages.2.blocks.1.norm2,0.7795444723922469,0.4581782634579273,0.2853516194531486
caformer_m36.sail_in22k_ft_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",171,210,stages.2.blocks.5.token_mixer,0.7795444723922469,0.4556041743592288,0.3587172036768418
caformer_s18.sail_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",171,210,stages.2.blocks.5.layer_scale1,0.7795444723922469,0.4395606270065427,0.2829484495107524
caformer_s18.sail_in22k_ft_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",171,210,stages.2.blocks.5.layer_scale1,0.7795444723922469,0.4705342069579792,0.2897011536467141
