model_name,stimuli_name,stimuli_shape,neural_response_shape,time_a,time_b,layer_name,ceiling_score,brain_score,brain_score_std
efficientformerv2_s2.snap_dist_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,stages.3.downsample.conv,0.7519179283171428,0.5178609976448791,0.3482043216648692
efficientnet_b0.ra_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,blocks.5.0.bn1.drop,0.7519179283171428,0.3485867364165438,0.2647598580523128
efficientnet_es_pruned.in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,blocks.4.0.bn2.drop,0.7519179283171428,0.4369851104244058,0.3767803156504368
efficientnet_es.ra_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,blocks.4.0.bn2.drop,0.7519179283171428,0.489561836960438,0.3334082006425353
efficientnet_lite0.ra_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,blocks.5.0.bn2.drop,0.7519179283171428,0.4420922759525141,0.3063839803253645
focalnet_base_srf.ms_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,layers.2.blocks.7.modulation.focal_layers.1,0.7519179283171428,0.4971758468394154,0.337910904683669
focalnet_small_srf.ms_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,layers.2.blocks.10.modulation.focal_layers.1,0.7519179283171428,0.514721373659416,0.3359113757935636
focalnet_tiny_srf.ms_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,layers.2.blocks.4.modulation.focal_layers.1,0.7519179283171428,0.4635937517750663,0.3591361407846585
focalnet_base_lrf.ms_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,layers.2.blocks.6.modulation.focal_layers.1,0.7519179283171428,0.5154946407472204,0.3145287066918516
focalnet_small_lrf.ms_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,layers.2.blocks.12.modulation.focal_layers.1.1,0.7519179283171428,0.4934952301929846,0.3478191917333787
focalnet_tiny_lrf.ms_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,layers.2.blocks.1.modulation.focal_layers.2.1,0.7519179283171428,0.4887585234757841,0.3497076325434259
hrnet_w18_small_v2.ms_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,stage4.1.fuse_layers.2.3.2,0.7519179283171428,0.4632483078523062,0.3933204705430637
hrnet_w18_small.ms_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,incre_modules.3.0.drop_block,0.7519179283171428,0.4556088436563693,0.3703833826685568
hrnet_w18.ms_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,stage4.0.branches.3.2.drop_block,0.7519179283171428,0.4995412891774538,0.3448293191816058
hrnet_w30.ms_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,stage4.0.branches.3.2.drop_block,0.7519179283171428,0.4050198587437464,0.3432806708311617
hrnet_w32.ms_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,stage4.0.branches.3.1.bn1,0.7519179283171428,0.5031939800715405,0.3238815734195306
hrnet_w40.ms_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,stage4.0.branches.3.1.bn1,0.7519179283171428,0.5045338832112328,0.3459699449389753
hrnet_w44.ms_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,stage4.2.branches.2.1.conv1,0.7519179283171428,0.4423802389853488,0.3352029993675539
hrnet_w48.ms_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,stage4.2.branches.2.2.bn1,0.7519179283171428,0.4503526117441914,0.3439748790183013
lcnet_050.ra2_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,blocks.5.1.bn2.drop,0.7519179283171428,0.4249983504872804,0.3308818791064205
lcnet_075.ra2_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,blocks.5.1.bn2.drop,0.7519179283171428,0.442792246155505,0.3309635720364449
lcnet_100.ra2_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,blocks.5.1.bn1,0.7519179283171428,0.4398745089113519,0.3319372065834832
levit_128.fb_dist_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,stages.1.blocks.2.attn.proj.act,0.7519179283171428,0.4656836507700906,0.345053653379847
levit_128s.fb_dist_in1k,george_central_it,"(14, 3, 224, 224)","(14, 17, 17, 31)",131,170,stages.2.blocks.0,0.7519179283171428,0.4160272649909572,0.3283472300487296
