model_name,stimuli_name,stimuli_shape,neural_response_shape,time_a,time_b,layer_name,ceiling_score,brain_score,brain_score_std
beit_base_patch16_224.in22k_ft_in22k_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,blocks.6.attn,0.6101745430292135,0.059336519460538126,0.1424558590765921
beitv2_base_patch16_224.in1k_ft_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,blocks.11.drop_path1,0.6101745430292135,0.042242993504157784,0.09238936764306394
beitv2_base_patch16_224.in1k_ft_in22k_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,blocks.9.norm1,0.6101745430292135,0.03613503778486435,0.09821886366491947
beit_base_patch16_384.in22k_ft_in22k_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,blocks.1.drop_path1,0.6101745430292135,0.04209604509399427,0.0854671793788747
beit_large_patch16_224.in22k_ft_in22k_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,blocks.14.drop_path2,0.6101745430292135,0.03638005263337449,0.07799589584468057
beit_large_patch16_384.in22k_ft_in22k_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,blocks.21.drop_path1,0.6101745430292135,0.028061259899093166,0.059286596729220084
beit_large_patch16_512.in22k_ft_in22k_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,blocks.20.mlp.fc2,0.6101745430292135,0.024420304781988884,0.08800275746510336
beitv2_large_patch16_224.in1k_ft_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,blocks.22,0.6101745430292135,0.02309536847415399,0.10833348794652954
beitv2_large_patch16_224.in1k_ft_in22k_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,blocks.15.mlp,0.6101745430292135,0.011414470623017058,0.06937188811043987
caformer_m36.sail_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,stages.2.blocks.13.token_mixer.proj_drop,0.6101745430292135,0.04019051232156876,0.0845779856379553
caformer_m36.sail_in22k_ft_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,stages.2.blocks.3.token_mixer.proj_drop,0.6101745430292135,0.047994035386147806,0.12061559509044144
caformer_s18.sail_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,stages.1.blocks.0.mlp.act,0.6101745430292135,0.04630722093355325,0.06092786686578246
caformer_s18.sail_in22k_ft_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,stages.2.blocks.5.layer_scale1,0.6101745430292135,0.03509938183636654,0.10242330892202689
caformer_s36.sail_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,stages.1.blocks.8.mlp,0.6101745430292135,0.038171699549146496,0.08422625644506436
caformer_s36.sail_in22k_ft_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,stages.2.blocks.13.token_mixer.proj_drop,0.6101745430292135,0.05152311761864715,0.09061917052354818
cait_s24_224.fb_dist_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,blocks.12.attn.proj_drop,0.6101745430292135,0.03845086852301495,0.10940596859815672
cait_xxs24_224.fb_dist_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,blocks.19.attn,0.6101745430292135,0.05333121296609397,0.08919181479604514
cait_xxs36_224.fb_dist_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,blocks.34.attn,0.6101745430292135,0.04242578832326316,0.08971483743647289
coat_lite_medium.in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,crpe4.conv_list.2,0.6101745430292135,0.04061063914721973,0.09576391628578207
coat_lite_mini.in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,serial_blocks4.0.mlp,0.6101745430292135,0.03985962573372106,0.11510750943578693
coat_lite_small.in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,serial_blocks1.2.factoratt_crpe.proj_drop,0.6101745430292135,0.05919468145839896,0.07155470177831624
coat_lite_tiny.in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,serial_blocks1.1.mlp.drop1,0.6101745430292135,0.051749667399683466,0.07596178965979349
coat_mini.in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,serial_blocks3.0.mlp.drop1,0.6101745430292135,0.043606463160652524,0.11053603120643607
coat_small.in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,serial_blocks3.1.factoratt_crpe.proj_drop,0.6101745430292135,0.044207517960891576,0.10277653469573787
coat_tiny.in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,serial_blocks3.0.factoratt_crpe,0.6101745430292135,0.025576782522159273,0.07452512016887405
coatnet_0_rw_224.sw_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,stages.2.blocks.6.mlp,0.6101745430292135,0.02593163671168477,0.08931915977540822
coatnet_1_rw_224.sw_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,stages.2.blocks.1.drop_path1,0.6101745430292135,0.047464394157906174,0.10602452519036537
coatnet_bn_0_rw_224.sw_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,stages.3.blocks.0.attn.proj_drop,0.6101745430292135,0.06483340806921346,0.09224821151971428
coatnet_nano_rw_224.sw_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,stages.0.blocks.2.norm2.drop,0.6101745430292135,0.045926237190385,0.10867027133071952
coatnet_rmlp_1_rw_224.sw_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,stages.0.blocks.1.pre_norm.act,0.6101745430292135,0.05285065157502103,0.08138101063038806
coatnet_rmlp_1_rw2_224.sw_in12k_ft_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,stages.2.blocks.0.mlp,0.6101745430292135,0.05592518079843446,0.06773085355033767
coatnet_rmlp_2_rw_224.sw_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,stages.2.blocks.5,0.6101745430292135,0.0750929539538435,0.06616181564872343
coatnet_rmlp_nano_rw_224.sw_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,stages.1.blocks.3.norm2.drop,0.6101745430292135,0.041030422175890306,0.1061613138159845
convit_base.fb_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,blocks.8.norm2,0.6101745430292135,0.05256207469683198,0.07754793463715627
convit_small.fb_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,blocks.3.norm2,0.6101745430292135,0.04419981491011065,0.11850151061855194
convit_tiny.fb_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,blocks.0.mlp.drop1,0.6101745430292135,0.03977953010179513,0.09514312050770517
convmixer_1024_20_ks9_p14.in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,blocks.0.0.fn.1,0.6101745430292135,0.05082926398796643,0.06636905877623495
convmixer_1536_20.in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,blocks.10.0.fn.1,0.6101745430292135,0.029947180241698925,0.08074416709050844
convmixer_768_32.in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,blocks.14.3,0.6101745430292135,0.04655886203388016,0.11950885256782662
davit_base.msft_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,stages.2.blocks.0.1.cpe2.act,0.6101745430292135,0.030690108473899688,0.12189976919612087
davit_small.msft_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,stages.3.blocks.0.0.cpe2.act,0.6101745430292135,0.044009459613312964,0.11574226582612637
davit_tiny.msft_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,stages.0.blocks.0.0.cpe1,0.6101745430292135,0.029347477376478717,0.06935097167322535
deit_base_distilled_patch16_224.fb_in1k,red_central_it,"(14, 3, 224, 224)","(14, 9, 9, 32)",51,90,blocks.10.attn,0.6101745430292135,0.02779025533165403,0.09004371987264895
